comment,emotion
Oh man ! I â€™ Ve been starving myself for days now and I haven â€™ t lost an ounce !,anger
is momentary madness. -Horace,anger
I was angry when my abilities of a singer were underestimated.,anger
"@kopiganja but, Everything there is an exception, then there is a term: sometimes we need to do the 'necessary futility' :) re: ",anger
" Yes , that's true . Damn ! I just lost half my paper , and now I can't even do my homework.This is a bad time for this to happen . ",anger
"My mother and I had an argument over buying some clothes for me.  She did not accept the fact that I did not like the same things as her, and we ended up shouting at each other.",anger
"I don't need to manage my , I need everyone else to manage not to #pissmeoff  ..... #sosimple ;)",anger
No way ! I worked very hard so that I could leave on today â€™ s flight . Are there seats on another airline ?,anger
"By this time , Mattie was feeling irked , not by Urquhart but by O'Neill . ",anger
Of course my computer chooses tonight to go crazy. #lotsofanger,anger
Because of a conversation I had with  I want to tackle the subject of,anger
" No , you used to be . But not now . You are in love with someone else . You are in love with my friend , Janet . You appreciate her very much . You think she is beautiful and fun to be with and you think I â€™ m dumb and uninteresting . ",anger
No wonder Superintendent Miller had become exasperated .,anger
Do n't be cross !,anger
I wish i have dos Bank PHB feelings again... Dis 1 is too dull wit no swaggs.,anger
The asshole neighbours (foreign) are beating their kids; who are screaming and crying. Sound like infants. Dad called the security.,anger
Town 's fans are angry at losing the club 's leading scorer .,anger
These x factor TWATS are all manufactured given everythin to them on a plate. This undermines real ARTISTS man #pain,anger
I just absolutely lost my mind.. :(,anger
Don â€™ t tell me what to do ! I â€™ ll get to it when I get around to it !,anger
"The fellow , sighing dramatically , rose wearily from his chair like an exasperated parent dealing with two naughty children . ",anger
" Oh , no ! ",anger
"@PeteNewbigin I really couldnt give a fuck about tiger tiger inviting me to their new years party, do one. x2",anger
O'Neal seemed miffed by the whole affair .,anger
When my rights to use a shared house had been usurped by co-owners out of pure selfishness.,anger
Mr Brown was livid at the way 1 billion in precious foreign reserves was poured down the drain during the sterling fiasco a fortnight ago .,anger
The greatest remedy for is delay.&#xA;&#xA;#ForRealz #Believeit #islam,anger
IF YOU SNIPE IN COD YOUR A FAG. Come and fight not hide like a girl problems #mw3,anger
But you should have told me you were in love with her .,anger
" You see , that â€™ s what I â€™ m talking about , I can â€™ t stand your sarcastic jokes anymore ",anger
Fine ! I want a divorce !,anger
"One of my best friends accused me of giving up to early on problems. It was only a casual remark on her side, but I was angry and hurt.",anger
" the thing is , this isn't the first time he's promised to do something and then didn't . ",anger
"When I was accused by my brother of having stolen a 5 kwatcha note from my mother's bag.  I was beaten up for this, the money was found later.",anger
"When I received the mark well above requirements for the course I wanted to enter, yet I was not accepted - anger at the injustice of it, because I didn't receive early release of H.S.C. marks.",anger
"seriously, the lack of professionalism is mindboggling, some people seriously need to check themselves before I wreck em ",anger
Stopped at a Fast Food shop with friends and a few locals wanted to fight us for no apparent reason. They hit and picked on one of my friends.,anger
My fb is running so slow I'm close to punching the screen,anger
South Korea winning more gold medals in the Asian Olympic (more than China).,anger
"People were very angry when Admiral Byng failed to attack the French at Minorca , and the decision to execute him for cowardice was exactly what the public wanted . ",anger
"They must have been amazed and resentful that Pyke wanted to listen to me , of all people , someone who was barely an actor . ",anger
"Anger items for the day: Xmas decorations before thanksgiving, no horseradish at a deli, flight delays, no scotch, and a middle seat. ",anger
"A class-mate urged me to carry out a particular protest along with him, and when the time came this fellow drew back while I had to face the situation.",anger
"During a family discussion on my future and my prospects as a student, they accused me of not bothering about looking for a job to assume my financial situation.",anger
"Sitting on my bed eating kider chocolate to calm my nerves... I will work out later, right now I need comfort food! ",anger
The Government resolutely refused to comment until in January 1978 we suddenly heard that an exasperated Lord Rosebery had broken off the sale and given Sotheby 's the go-ahead to auction the contents in May .,anger
Punished by a leader.,anger
"Shaking that fucking bell isn't gonna make me give you money, its gonna make me punch you in the face. ",anger
"When I checked my examination paper and realized that I had been careless, thoughtless, lazy and hasty so as to make unnecessary mistakes concerning things I know and understand.",anger
Meddlesomeness of my mother about the way I live. She thinks I am to free in my behavior for instance when a boyfriend stays the night.,anger
Thames Valley Police are known to be furious about the case .,anger
Yesterday I read in the newspaper that a 30 year old woman had abused her 2 month old son and had caused his death.  I was very angry after reading this as this is not a human act and to abuse so fragile a life is not a forgivable sin.,anger
"I go along and watch women 's football and get really infuriated to see a man out there refereeing the game , and often in a very condescending manner ! ",anger
"And then , unable to be cross with him for long , you shift your feelings over to the critic . ",anger
She sounded very disappointed and David knew she was suppressing her exasperation .,anger
This act of selfless good nature earned her a fine of one hundred francs and caused a riot in the Latin Quarter when enraged fans besieged the Prefecture of Police .,anger
I need weed to sleep. Or else I won't dream of sugar plums   #NeedWeed,anger
Lenin was furious when he learned about it .,anger
Really not liking myself right now! I hate fucking up. Fuck!,anger
@Sam__Way do not fear  embrace it!!! Also @mylestatlock is threatening to miss it... To work...,anger
"US banks , which also lost heavily , were furious with the Bundesbank for refusing to compensate them . ",anger
City fans are still livid over the clash with Bull that led to skipper Steve Walsh 's sending off in the 3-0 defeat at Molineux three weeks ago .,anger
"My parents put pressure on me to buy clothes, when I would not have liked to do so.",anger
Lili was getting exasperated .,anger
It â€™ s okay . I don â€™ t want to go now . We â€™ Ve already missed ten minutes of the movie . I don â€™ t want to see a movie without watching the beginning .,anger
"They must have been amazed and resentful that Pyke wanted to listen to me , of all people , someone who was barely an actor . ",anger
I share my small flat with my friend. On her birthday we could not see each other until evening because we had to stay at the University all day. In the evening I left a lecture before it finished to be able to buy flowers for her. When I was at home she called me to tell me that she would stay the night with her boyfriend.,anger
" Oh , gag me ! She's totally gross ! ",anger
@liamadamsiii life around me. You bring out the worse in people #frustration #violence,anger
I can â€™ t believe she would do that to you . It â€™ s so dishonest---and rude !,anger
But Christine felt vexed when at the next Pack Meeting Sarah lost points for the Six through being a slowcoach .,anger
Wondering why @mattbalkowski is in a bad mood,anger
out loud it helps cleanse your mind.  #pain #nomore,anger
Towards wife's laziness in not performing her usual duties because of television watching.,anger
You only say that because you don't have to work with him.The people in your department seem so capable and nice to be around.Take Mary for example.She ' s smart and enthusiastic . I've never met anyone as cheery as she is .,anger
Angry at Angry Birds,anger
AS Maths is already making me want to throw bricks at things.,anger
"The rebel Serbs were miffed that Bildt planned no trip to their stronghold of Pale , east of Sarajevo .",anger
â€œ@travelligence: @bubbly_ank hmmm. Cannot be defined. Intensity can only be felt. It can also be released. Like a pressure cookerâ€,anger
"@simongorman we will be arranging sat morning tennis tonight, shall I put your name down for some more rage fuelled action? #seething",anger
I was very angry when I heard that my brother was beaten by his friends.,anger
My annoyance at missing the fish turns to relief when I realise I am not snagged in the roots .,anger
"A  man maybe known by 3 things:- without cause, #Speech without profit, Putting #Trust in a stranger..!!",anger
Crazy is too kind . Insane is more like it . Nuts ! Wacko ! Psycho !,anger
My roommate was rude to me.,anger
Being hooted at when I was learning to drive.,anger
@maggieshunter I for realz have nearly thrown my Mac out the window multiple times today. Then I realized it's like my best friend.,anger
Try to be more careful in future . Look ! You â€™ Ve damaged the sign .,anger
"I coped at the time but now , five years on , I feel guilty and resentful about the whole affair . ",anger
The Way Rage Passed Throu Me Today! Had 2 Cuss Off The Asian Men In The Hair Shop.,anger
I am very grateful for your advice .,anger
"` Jane , my darling , it 's not because she 's mad that I hate her . ",anger
"Don't get the impression that you arouse my anger. You see, one can only be angry with those he respects. ~Richard M. Nixon ",anger
"The offended Titan lumbered forward and stamped upon one Raider , crushing it underfoot . ",anger
"` I still feel quite peeved about it ; well , more than that really . "" ",anger
"Shaw , however , worked off most of his exasperation over the weekend winning the Durham and Cleveland County veterans ' over 50 title . ",anger
"The British , however , remained suspicious of American motives , and resentful of their advice . ",anger
that seems like an awful waste ! Why don't people order fewer dishes so that they don't have to throw so much away at the end of the meal ?,anger
Receiving personal criticisms early in the morning.,anger
I feel anger when somebody forbids me to do something.,anger
"In a confrontation with a person, he provoked me several times till I reacted in an angry way.  Fortunately there were no disastrous consequences.",anger
"If you ask me the reason for all my headaches, it my family. They annoy the crap out of me #headaches #uggghhh",anger
I received a poor grade on a midterm even though I got all the right answers and knew the material. I went to the TA to try to raise my grade and he wouldn't do it.,anger
"` I am practical , "" Jessamy insisted with some annoyance . ",anger
Assholes are angriest when they realize they canâ€™t control something they had no business controlling in the first place.,anger
iTunes has to be the most annoying and complicated thing ever!,anger
One insider said last week : ` The sheer anger of people has taken everybody by surprise .,anger
My room-mate locked up our room without specifying where I would find the keys.  I had to spend several hours in my other friend's room.,anger
"The day the results of the Chinese university was announced I should have been very happy; however my grandmother, because of  her prejudice and misunderstanding, started a  quarrel with my mother.  She expected me to take her side and she deliberately talked of my mother's wrong doings.  I was very angry because - one my grandmother was not being reasonable and two because it should have been a happy day and three we had moved into a new house that day.",anger
Came back from surfing to find car broken into and gear and money stolen.,anger
My lovely girlfriend double-crossed me and so that I found her chatting with another guy.,anger
The members of the branch were indignant that the government should have planted two spies among them .,anger
"OK ESPN....... If i wanted to watch Coach K, I would go down a channel...... ",anger
I was indignant at the unimpartiality shown by the referees at the football match between Bulgaria and France.,anger
"Attitude to some manners of dealing and some \sanctioned\"" relations.""",anger
my cobalt is a cheap piece of plastic and i want to catch it on fire,anger
Ooo the way I can feel the creeping up my body... Ooo... I guess I made my bed now I gotta lay in it (N) #Peak,anger
I had to unscrew something on my car. I didn't succeed after two afternoons of trying. A feeling of anger built up itself.,anger
How dare you speak to me like this .,anger
"Anger is something that we all experience, but can cause problems in relationships &amp; quality of life if it gets out of control ",anger
A shop-assistant behaved rather roughly with me though she hadn't the slightest grounds for it.,anger
Dad just ruined a whole movie night because my mom didnt make enough food today #thishappenseveryweekend,anger
Righteous never BLOWS UP or CLAMS UP. It surveys the situation &amp; obeys GOD in spite of satanic aggravation.,anger
I was excited about going to calebs wrestling tournament...until they left me,anger
" it took me years to  how to balance my reaction to  &amp; ,now I see my #daughters walking my past road!! #lifeskills",anger
â€œ@ReneeT18 Never got so close to punching someone in a day... problemsâ€      don't hurt em NaNa...,anger
About to take a healing dose of Thich Nhat Hanh bc I need reprieve.,anger
"` We do n't go to Lightwater Valley , "" said an equally affronted bus driver . ",anger
I just discovered that I owe $ 10 for a movie that I never ordered .,anger
And you didn't think to leave them my cell phone ?,anger
Or for that matter &quot;Awesome&quot;. Save yourself and I sometime and don't bother sending me your shitty sales pitch.,anger
"Some people simply were miffed by the red tape in applying for victim identification cards to qualify for the 100,000 yen .",anger
"Rachel could see the reasoning behind that , but nevertheless felt angry towards Damian Flint -- not because he had so obviously done the right thing , but because he was so clearly in complete control of a situation that had always been beyond Rachel . ",anger
Being sexually assulted on a bus.,anger
&quot;@EmilySandvold: crystal balls this week say whaaaaaaat?&quot; &amp;&amp;  is still grounded.,anger
"Rachel could see the reasoning behind that , but nevertheless felt angry towards Damian Flint -- not because he had so obviously done the right thing , but because he was so clearly in complete control of a situation that had always been beyond Rachel . ",anger
"I told Dana I could no longer bear the atmosphere of the city , the right-wing bullies , the Falangists , the deadening work of teaching mostly bored and resentful students . ",anger
Parkin sighed with exasperation .,anger
"My classmate used her personal relations to get a seat for a subject that I wanted also.  I had taken the pains to help him apply and I did not get selected.  I did not like this as he had not told me the facts earlier, he need not have lied to me.",anger
Someone told a lie that I had stolen his money.,anger
One of my colleagues accused me of having stolen his iron and I was sure that I had done no such thing.,anger
Can't remember the last time I was so passionate about punching someone,anger
"Tonight , one of Hadley 's victims described her anger towards him , and her relief he 'd been found guilty . ",anger
"When I was dismissed unjustly from the firm where I worked, because there where persons that didn't have problems, and wouldn't miss in the jobs they occupied if they were dismissed.",anger
"One winter day I, unwillingly, was outdoors with my younger brother (10 years younger than me).  I lost my temper on him and wanted to throw my brother down the snow bank we were on.  I pushed him but not as hard as I had wanted to. We were alone the two of us.",anger
&lt;~~~~ If she worth some den she definitely worth some #effort,anger
"To Erika 's intense annoyance , Fritz promptly accepted the invitation -- obeyed the command , rather -- and as Rosa moved on to the floor with another boy , she was left feeling abandoned -- and foolish . ",anger
"not sure what the world is coming to. Those who have power abuse it on the sinner, yet they are all sinners as well. #roughnight",anger
He also incurred the anger of the apothecaries who were afraid of being put out of business if all their complex mixtures were swept away .,anger
"In a very important basket-ball match where a lot was at stake, I played very badly.",anger
"When I am accused of something I have not done, I get unbelievably angry.",anger
Nano recall and i can't find mine. owhereowhereowhere??,anger
screw you kinda sad u made twitter.. now i cant beak you cause I'm afraid you'll read it. #fuck #pplonfacebookmaketwitter,anger
@Yurianna_f Nah! The key to survival is to beat the shit out of everyone! &#xA;&#xA;cc: @Biglee424,anger
"Shackel became indignant and said he would fetch a magistrate and complain about the Chief Constable 's attitude , which he did . ",anger
"My father called me (behind my mother's back) and told me that my mother disapproved my behavior in the weekend. However, he didn't tell me the details and left me with unanswered questions.",anger
Can't believe  has repeated the same episode of   for the second day straight.,anger
Yet she still finds herself full of frustration and anger towards him .,anger
About to go shoot guns and be angry and stuff.,anger
Take them off the ballot. At least I'm home and a Red Sox player didn't win.,anger
IVE BEEN MISSING THE EDD ED AND EDDY MOVIE THIS WHOLE TIME !! #LOSING #PISSED,anger
1st December to 7th December is  Anger Awareness ... if you have any management issues #hypnotherapy can help break them!,anger
Bout to workout and get this extra aggression out of my system,anger
She was cross at the way he had treated her as though she weren't a normal girl -- some kind of freak .,anger
A father helping his kid to fight other kids.,anger
"When I saw a man hitting a child of 2 years without any consideration, simply because the child had been leaning against a window.",anger
"Oh great ! This stupid computer froze again ! That's the third time today ! Hey Samuel , can you come take a look at my PC ? It's acting again . It must have a virus or something . ",anger
During my last exam.,anger
Brother continually interupting while I was talking on the telephone.,anger
This song better send or I'm acc goin to smash this phone fghjklhgf,anger
I'm so angry . I feel like killing someone .,anger
" They were supposed to , but so far nobody â€™ s turned up , and I â€™ m left on my own to do the work . This is the first break I â€™ Ve had all day . ",anger
â€œ@CareLessMe_18: I sleep to try and ignore the   and botyled up inside meâ€awwwwwwwww me to but it haunts my dreams,anger
Once a friend had pushed me and I had fallen on to a window which then broke.  I was taken to tthe principal's office and he accused me of having broken the window.,anger
"My father will be angry with me if you leave early ! "" ",anger
Lili was getting exasperated .,anger
changing my lifestyle...think imma add more  and a little less the father loves me its my turn to give hime sum luv RT  ...,anger
I have been looking at this online catalog for over an hour and I still haven â€™ t finished getting all the kitchen appliances that we need !,anger
They were exasperated and mystified .,anger
"Disagreements with mother.  When I moved from KankaanpSS, she had promised to help me move but broke her promise because of some hindrance. ",anger
"Soo if i hit youu , i garrentee i won't stopp . type to keep going till i make a bitch bleed foreal ! ",anger
Its not the its the ignorance which is gradually changing my mindset...,anger
cold cheese dip with no chips,anger
" The door bell doesn't work , the sink is leaking ",anger
" 20 to 1 , in favour of the Cougars ! ",anger
This boy won't reply to me.,anger
When I was beaten up by thieves on behalf of some friends of mine as they thought that I had a lot of money and would not part with a few coins for their drinks.,anger
You said you were only going to window shop !,anger
&quot;The gracious hand of our God is on every1 who looks 2him but his gr8 is against all who 4sake Him ~Ezra 8:22,anger
Bought something bad from the shop and they refused to change it.,anger
"Don't get the impression that you arouse my anger. You see, one can only be angry with those he respects. ~Richard M. Nixon ",anger
There was anger in Jacob 's voice and stance as he led her towards Sylvie 's bedroom .,anger
"I was on a farm with a few friends and during the talk I discovered that a friend of mine, was being betrayed by her boyfriend and a 3rd friend of ours.",anger
Its footie pajama day... And i dont get to wear mine...,anger
@JoeStrauss the reporter in the lime green shirt looked homeless. That's about all I took from it also still a bit of,anger
"I've something very unpleasant to talk with you . Upon the arrival of the first consignment , it was found that about 50 % of the sixty cases of pineapples were leaking . ",anger
A person I trusted a lot gave me many false explanations to justify a wrong action.,anger
"Anger is an energy... And he was right, wasn't he? Though it can be complimented with a good, sick sense of humour. ",anger
Still can't get mario kart 7 to connect to online play! #mariokart7 #3ds,anger
I felt angry when my friend told me that I had stolen her money.,anger
In her incensed whisper she called me names I didn't understand .,anger
gonna make an exact duplicate of this english portfolio so I can take it home and let frankenstein rape it. #frustration #kittyrape,anger
@dilowrie  fucking email from Sarah. she's so mad at us.,anger
Going gym not to burn off fat but to burn off all this negative shit,anger
&quot;Donâ€™t play games with an  theyâ€™re far too intelligent and theyâ€™ll probably lose their tempers real quick.&quot; this is so me haha,anger
Need this dinner tonight to calm me down!!! #foodandfamilycureall @meghanes @alliesteuer,anger
I shared a secret with a friend and it later turned out that he had revealed it to another person with whom I didn't get along very well.,anger
When a few girls were talking rubbish about me.,anger
Mr Brown was livid at the way 1 billion in precious foreign reserves was poured down the drain during the sterling fiasco a fortnight ago .,anger
Angry when our team (small boys) lost the county championship football final.,anger
Are you kidding me ?,anger
Psh. Yes I have a Type A personality... But im working on that.  issues issues..shit I just have issues period. Lol,anger
Mansell was livid and admitted he ran away from the scene of the accident to avoid being tempted into big trouble .,anger
I know . But I just can't stand her butting in when I was trying to emphasize a point .,anger
The Washington-based report said the queen was miffed that Clinton had missed the recent V-E Day commemorations .,anger
Prosecutors were clearly miffed that several businessman changed the statements they had given during investigation of the case .,anger
something mouldy and oldie cause i cant put new music on my ipod,anger
"I had an argument with my mother because I criticized the rules she imposes at home, which are too rigid and arbitrary for me.",anger
"One day in a clinic, the father of a child came in and assaulted a colleague for something that she had not done deliberately.",anger
I helped my little sister (13 years) learning mathematics. Obviously she did not want to understand what I explained and started to cry. I grew angry.,anger
Anger prevents proper thinking and makes you vulnerable.- Wooden,anger
"It was , I thought , a measure of her self-control that she had waited until now to express her annoyance . ",anger
"I had a very good friend in secondary school.  The year after our graduation I prepared to celebrate her birthday and I called off all my appointments.  I got together the other friends and we were ready to give the entire day to her.  However this friend disappeared on her birthday.  When I phoned another friend I discovered thay she was busy, I did not call her anymore.",anger
I don't want to argue anymore . Please get out of my life !,anger
I just went Ham on these people just for texting me ...i need management,anger
"If u fly off the handle easily and for silly reasons, you have Issues get help! Temporary solutions seldom work!",anger
" The cat has eaten my fish , I'll kill it . ",anger
"Phone line connected, still no router or details! It's been 8 weeks! ",anger
They promised us a sea view .,anger
Omg everyone SHUT THE FUCK UP about christmas present or I'll get none of you one!!!!!!!!!!!!!!!!!!!!!!!!!! -_- #ANGER #ANGER #ANGER!,anger
I wrote an Exam and happened to have not done as well as I thought I would. I was angry to myself for not having done so well.,anger
"Barbarossa sent a mandate requiring Milan to give up her claims , but the Milanese consuls tore up the document , and the imperial ambassador fled an enraged crowd . ",anger
"@AimeeTweets4U &quot;The of the LORD is revealed from heaven..&quot;helps us understand God's righteousness. He hates sin,&amp; loves sinners! US!",anger
You know what? I DON'T trust @shondarhimes anymore. SAID IT! C'mon... that right there was her chance to redeem herself for Denny.,anger
" That's fine , because if I leave , then your rules won't matter . ",anger
I â€™ m not looking for excuses here . I just want to get this finished on time !,anger
"waiting for the campus escort for over an hour is unacceptable. we're tired and need sleep. vcu, get your act together.  ",anger
"` You 're angry I 'm here , aren't you ? "" ",anger
rotf see RT @lumidizzle LMAO RT @cocopie1: What's ur bloody customer service number? @MTNNG,anger
How hard is it convince parents to not throw away my pet ?? :(,anger
I want to rip his balls of and shove them down his pathetic throat!,anger
"I just had to see how good your new man really fucks you, because you've both been fucking me ",anger
I ask you to pass through life at my side-to be my second self and best earthly companion .,anger
"One day, when I was a child, my grandmother shut me up in a room.",anger
When I got into a bus I found that my wallet had been stolen. It was not a great loss from the monetary point of view but I lost some documents - identity papers.  As a result I had to spend several days in order to get a new one.  I will always remember all the work I had to do and the bad treatment I suffered because of the bureaucratic behaviour of the civil servant.  I had already had bad luck and they treated me like a criminal.   At one point of time I really wanted to quarrel with them.,anger
" The door bell doesn't work , the sink is leaking , there's no hot water , and the building is falling apart ! ",anger
"One night I could not practise my violin as my family was watching T.V with the lights off, so I wanted to listen to some tapes.  It was dark so I asked my brother to bring me a torch, however he scolded me.  I was so angry that I slammed my violin on the floor.",anger
To my great annoyance I found myself jealous .,anger
"Don't get the impression that you arouse my anger. You see, one can only be angry with those he respects. ~Richard M. Nixon ",anger
My intimate girlfriend told me that her father was opposed to our relationship  and had insulted my integrity.,anger
"Recently when my sister, who is four years younger than me and very spoiled, shouted at my mother for no apparent reason .  The heart-broken expression on my mother's face made me feel very angry.",anger
OMG why was  fired?! Harry was the worst person ever in that task. #youngapprentice,anger
My last tweet was for a Gemini ... is my natural emotion,anger
I was just about to shove this guy's flowers down his throat.,anger
"I was very angry when my friend lost my practical's journal, which I needed to study for the exams.",anger
"I'm really pissed, I'll go brush my teeth to cool off. #Contempt #Rage",anger
I once was accused of falling in love with someone's girlfriend which was not true because the girl was just a friend of mine.,anger
I felt a stifled anger against her .,anger
I got angry with a stranger in a train who behaved impertinently and immorally,anger
I haven't often felt this feeling. Once someone stole my garment.,anger
My earlier tweet should've said &quot;I sometimes think I'm the youngest person...&quot;,anger
We know that a good thing has become a counterfeit god when it's demands on you exceed proper boundaries. #health #mental,anger
Apparently @yeroc7890 done did something awful to Huntsville. 90% of all the HUGO screenings in town are in 3D. Nothing 2D after 7PM.,anger
But she lied to me .,anger
I simply couldn â€™ t help giving him the fish-eye when I knew all that .,anger
" Go on your vacation with Mark and when you come back , why don't you just move in with him as well ! ",anger
But her annoyance over the pictures could not distract Catherine from her latest -- and biggest -- ambition .,anger
Joan is a thorough drag !,anger
@Tweak81 fucking sparkly shit that makes them look like they've had a run in with a snowglobe. xx,anger
That moment when your shower gets really cold and youre just like &quot;fuck this!!&quot;,anger
"Not only was he going to be absolutely furious about her being in this police station , but she dreaded having to tell her cousin about it too . ",anger
Brother took my money to use for his own purposes.,anger
" No , but now he'll be in trouble . What's a boyfriend for ? To forget about Valentine's Day ? ",anger
A vexed expression crossed Louise 's pretty face .,anger
"Survival mode, you just me sometimes. Damn you #smh",anger
" Shut up ! Now you are in my car , you should listen to me . Or you can get off . I've told you I'm in a hurry . I don't want to waste time on the road . ",anger
No it doesnt kinda make me mad... IT DOES MAKE ME MAD!,anger
There are some people in this world i'll never like. In particular people who have no idea how to not be a jackass.,anger
I was angry when my boyfriend did not turn up as promised.,anger
I don't even feel sorry for you. Prick.,anger
Apparently I was furious I had not been consulted,anger
Haven't talked to my German in almost 5 days. I'm feeling some serious hatred towards time differences.,anger
My parents scolded me a lot for something I had not done.  It was my sister who had done it.,anger
@DanielleZbodula needs to stop tweeting repulsive things..,anger
"The elite were offended , but the common people loved it . ",anger
I swear like a trucker when I bake,anger
"Believing that he had no ` right "" to be angry over this mishap , Matthew retreated to his bedroom , took out a penknife and cut a painful slit in his own hand . ",anger
"This causes considerable annoyance to the Germans , who find themselves being forced to speak English and say that they will settle the matter ` by decree "" . ",anger
I got angry at a friend of mine whom I caught reading my notebook (almanach).,anger
"Too many people in TV room, I was not able to get a seat to watch TV.",anger
"In traffic I often get relatively angry with other drivers. Several transgressions make me mad, especially not yielding to priority traffic (e.g. coming from the right).",anger
@fashionface13 People are SO bad at it these days! We're so conditioned not to compliment each other/just deflect the compliment.,anger
" We have been together for a year and usually , people who've been together a year , take their vacation together . ",anger
Lady followed her example rather than suffer at the hands of her infuriated master .,anger
English teacher just added another project on top of our final. 1 week of school left.,anger
"He hoped she was n't offended , as a Times reporter . ",anger
" Well , I â€™ m going to write a letter of complaint . ",anger
Furious Tory MPs now want to go to the High Court to force a new ballot .,anger
make that 6 fire alarms in one night. fuck you derwent.,anger
I've already suffered enough without listening anymore to you !,anger
You may find your exasperation turns to inspiration,anger
One insider said last week : ` The sheer anger of people has taken everybody by surprise .,anger
"I was at home, filling my tax report.  Nobody had time to help me.  I would have liked to do it quickly so that I could go and meet a friend of mine who had just returned from hospital.  I got angry as both my brother and my father refused to give me their calculator as I had not asked for it nicely.  I could not leave as I had to wait for help and the tax report had to be done.",anger
There was a hint of exasperation in his voice .,anger
Frau Nordern allowed herself a note of exasperation .,anger
@TrueGlambert3 now I went and saw Stacy's tweet myself... MB she is telling the truth... if so wtf? Imma investigate!! #detectivebert,anger
Carlie and Harvey feel bitter and resentful about the way they 've been treated .,anger
Have u ever bashed some one so hard in the face it feels like u fractured every bone in ur hand we call the,anger
Omg everyone SHUT THE FUCK UP about christmas present or I'll get none of you one!!!!!!!!!!!!!!!!!!!!!!!!!! -_-  #ANGER!,anger
I was waiting to receive the participation on the profits and did not receive it.,anger
Just remember you have to walk through a parking lot sometime and I have a car @Prendizzler,anger
@_Lancifer   sweets needs to shut it on this one to booth.  Angela is right...bren is the only one that can help him.  #love,anger
Why didn't you tell me you had a girlfriend ?,anger
Furious Tory MPs now want to go to the High Court to force a new ballot .,anger
"&quot;He passed Away and i Didnt Cry, Cuz My wouldn't let me feel for a STRANGER&quot; --2pac",anger
"I experienced this when one of my friends reported to the Headmaster that I had gone out for beer, whilst the information was not true at all. So I had to fight the friend before the Headmaster.",anger
"I lent a text-book to a person I did not know very well, they lost the text-book and gave me no compensation.",anger
When someone stole my bike.,anger
"Listen , Christine , you can not afford another day off . You â€™ Ve called in sick five times in the last three weeks . ",anger
So you can see why mothers get angry when they discover that even everyday foods such as apples can cause a build-up of unwanted chemicals in their children 's bodies .,anger
"Behind evry beautiful smile thers sme kinda pain,i feel like strangln sm bitch @Sadi808 ",anger
" How many chances have I given you , I've given up on you . ",anger
One day in a crossroad somebody crashed my car. I got out and this person laughed at me. I felt such a great anger that I got in my car and went away.,anger
"I think he was in a hurry and was cross about being stopped , "" said an eyewitness . ",anger
A  Smart Statement : &quot;Never  Raise your  Voice  with Anger... Just Improve  the Quality  of  your Argument  with Smile.&quot;..:),anger
Apple should just add HDMI ports to the damn MacBook pro. Seriously that thunderbolt/display shit is stupid as hell. I will smash it.,anger
is built from disconnection fron the Source who provides peace,anger
"Peter says : ` The Poles were furious that we wanted to show prostitutes in their hotel bar , claiming they never had them . ",anger
When someone took my things without having asked for my permission.,anger
"Wowzer...my is tryin to get the best of me today.  Ppl should do their job, or find a replacement.  Im tired of ppl being lazy.  &gt;:E",anger
@wrr71 I was offered tickets to that game for free and turned them down because I didn't wanna freeze. I'm glad I did...,anger
When my brother did not send me the transport money to resume my studies in time at university.,anger
When I missed the tram after having run for it.,anger
I broke my glasses in half,anger
[can't resist and pokes Magnus with the angry stick] RT @BadassBane:,anger
My parents were having a typical family argument.  I came in and saw the scene and became angry.,anger
I'm not at all convinced . Tomorrow is Saturday !,anger
"Plummer wanted to know , a note of exasperation in his voice . ",anger
When my husband stays late at a meeting and I have to be alone.,anger
Once a person in authority (school teacher) was telling blatant lies about me and the headmistress would not let me defend myself. She was also telling lies about other members of my family.,anger
"LIVID Mia Farrow beat her adopted daughter Soon-Yi with a chair after finding out about her affair with Woody Allen , it was claimed yesterday . ",anger
" That â€™ s exactly what I am going to do ! I â€™ Ve decided to create my own company ! I â€™ m going to write up a business plan , get some investors and start working for myself ! ",anger
I'll beat him .,anger
"` I mean , look at this one , "" said the interviewer , becoming quite indignant and picking one of the schools ' letters contemptuously from the pile . ",anger
"Oh, fuck me sideways, this isn't a real thing!? Fuckin' @billplunkettocr plays my rage against me again! first. #management second.",anger
I need to calm down. Have so much venom inside me,anger
Her mother would be cross and he would feel stupid .,anger
"You, you had my hopes up and you slaped me in the face. You let her DIE. How? How in the world could you do that to me?  ",anger
"Bank customers are notoriously slow to shift their business , even if they are miffed . ",anger
When I was charmed by my relatives.,anger
"Getting a terrible exam mark, which I couldn't understand the reason for, and trying to see a lecturer or tutor, but being given the runaround.",anger
"When I was forced to call the telephone company about a bill concerning a disconnected phone belonging to my landlord.  The bill was four months overdue and in the meanwhile he had been using my phone, he seemed to have no intention of having his own phone reconnected.",anger
"She was still mad at Lucy for something , and Lucy was sure that a little time and concentration would tell her what  but for the moment , somehow , the knowledge was just out of reach . ",anger
No way ! Please don't follow me around .,anger
"The challenge was accepted and amidst cheers from a group of inebriated local husbands , the offended owner headed out the door in search of a couple of friendly Gardai . ",anger
I don't find this fair .,anger
Wing mirror taken off by some bastard whilst i was in Sainsburys; i now officially have none that work.,anger
