comment,label,pred_label
i am scar think,1,0
this make nervous because travel bus train do go away brings back bad memory,1,0
why peoples bag checked before going inside hotel,4,0
thank channel 4,1,0
feel deeply saddened everything happened,4,0
feel uneasy remember hear about security measure affect daily life feel jumpy public,1,0
feel uneasy remember hear about security measure get nervous about safety,1,0
4sqsupport will backdate city badge soon massive europe tour with checkins last year,4,0
keep wondering if hear about security measure do go away,1,0
heart break again when see that heartbreaking day even after many year pray everyone affect,3,0
why he checked out counter s madetory before blast,1,0
jranderson11 have such mixed emotion about college i am ready leave mag nervous about quotreal worldquot,2,0
revenge poison these people were definitely avenging christchurch massacre now will start vicious cycle,3,0
heart race think about news about attack feel edge avoid celebration,1,0
loneliness can cause bad effect when least expect have low tolerance it only want when i am reading,2,0
lord mercy,4,0
feel sadness every heartbeat,4,0
feel deep emptiness think about family who suffer loss still feel fresh,3,0
feel uneasy remember travel bus train after what happen bring back bad memory,1,0
when part with friend feel always sad some time cannot remember concrete example now example have just part with friend mine feeling sad,4,0
feel unsteady inside,1,0
think fake like world trade center attack see 1 00 how much pressure doors open man standing without any movement much pressure inside he should moved,1,0
housh45 yeah true hate vomit mine definitely stick 4 6 today,2,0
heart break again when see that heartbreaking day can not forget sorrow,3,0
oh my goodness,4,0
i am scar love because i am scar you will leave,2,0
truly disgusting,3,0
feel like little kid with all these adult here usually have sister off with friend,4,0
damn even lion cannot faithful,4,0
palvikas nahi yaar own benefitsat time make person all more strongerlet belet them work towards n see,2,0
cant hold back sadness anymore,4,0
even one cctv footage,1,0
even now when hear hearing about security measure after what happen,1,0
i am anxious whenever hear about security measure get nervous about safety it hard watch these video,1,0
no suizid dont think suizid killer kill mich more people than him self,1,0
symbolic stance emerges time when there considerable disquiet over imaging child,2,0
a if gillray s avaricious monarch more affront than voluptuary suffering from horror dissipation,2,0
heart race think about public gathering avoid crowded spot now worry about kid safety,1,0
will come let s your motto,1,0
stop targeting churchs,3,0
killing inocent prohibited islam,1,0
this make nervous because news about attack keep think about bad case scenario,1,0
moment leaves me heavy heart,4,0
rest peace brothers allah love,4,0
my deepest condolences families who lost their loved ones today,3,0
heart break again when see unforgettable tragedy hard move from this emotionally overwhelming,3,0
heart break again when see victim attack loss still feel fresh may their soul rest peace difficult watch these video again,3,0
put up christmas stuff would mean more if knew mimzy come,4,0
head horror quotfuckmadonnauni when footballer want risk contest ball air with bensela headquot,2,0
feel emotional whenever watch video tragedy that happen loss still feel fresh emotionally overwhelm hope family find strength,3,0
religion sri lanka buddhist 70 hindu 13 muslim 10 christian 7 other 0 04 source census population housing 2011 298 these stats were tolled 2011 number will risen 12 least more now result ther,3,0
religion love am sure,3,0
suddenly wave tiredness sweep through closed eye moment during which girl remain quiet visibly agitate eager get with work,2,0
oh nbc no thanks,3,0
smile hide anguish,4,0
feel deep sorrow remember people lose even after many year,3,0
im glad im them bless them 3,1,0
bro hungry mother will not let eat guess want starve myself again,4,0
omg why happened such beautiful country like serilanka horrible plz stay strong kind condition yemen r always u,3,0
take over world create interesting owner yard will reclaim,1,0
heart break again when see how many life be shatter can not forget sorrow difficult watch these video again,3,0
katnowell lolololol funny sure hope part good note haha cogm break up,4,0
feel unsafe when large event get nervous about safety,1,0
hurt every time remember that heartbreaking day grief stay with me,3,0
am sad am very worr love sir lanka,4,0
authenticgecko i am find this true oneself wilhelm stekel would agree,2,0
riley asleep own bedi should excite i am torn he grow fast,4,0
could been deadlier 300 plus where enough wow slow clap journalism these days,1,0
worry that travel bus train after what happen family feel same,1,0
afraid academic result a will face several problem scar limitation unlimited problem know how cope with them,2,0
isi beyond blasts funded dubai billionaires,1,0
my soul feels empty,4,0
living last days wasn t confirmation don t know what,3,0
feel deep emptiness think about unforgettable tragedy even after many year change all forever difficult watch these video again,3,0
when alone room with contact with anyone loneliness drain me,4,0
still get scared think about public gathering even year later try stay alert all time,1,0
your one only thing that make dream impossible achievecheryl janecky,2,0
worry that possibility another attack make afraid go out feel unpredictable,1,0
world live need change,3,0
everyone knows buddhism religion peace harmony don t spread propoganda against them,4,0
however without prejudice gather vaguely mosques were destroyed singelese sure there would been short clips u tube any media blackout govt find out fm malaysia my heart sinks cries innocent,4,0
heart break again when see how many life be shatter can not forget sorrow memory painful,3,0
even now when hear news about attack get nervous about safety,1,0
terrorism no nationality religion stand against inhumane attack against innocent people ultimately lived great harmony gonna ruined everything sri lankan buddhists always love catholic people my deepest condolences,3,0
indian intelligence alerted sri lanka government two days earlier imminent islamic terrorist attacks even provided target locations sri lanka simply ignored warning,4,0
these idiots think what right uh islam teache us hate no where qur its written should keep walking killing people no no no s vice versa qur says kind even cruelest one jiha,4,0
man create almost all thing that threaten survival amp steal joy amp peace,4,0
feel panic,1,0
very very sad many people praying when brutal bombing happened very very sad,3,0
close relative mine die serious car accident one first two people see corpse it before go see afraid a first time that see corpse,2,0
only answer outlaw islam thousands thousands innocents dispatched death cult name psychotic pedophile every year wake up people,2,0
still feel heartbroken think about tragedy that happen can not forget sorrow memory painful,3,0
can not stop feeling sad about that heartbreaking day even after many year,3,0
feel unsafe when public gathering feel edge,1,0
this when be follow home every day from campus stranger would follow campus then sit outside class if there would ask friend a where be dark ominous look person terrify a know intention report security officer who turn over police even more petrified then,2,0
jesus christ why evil people still alive world just can t imagine how devil act how slept night after these math,3,0
can not stop feeling sad about innocent life take feel same pain again emotionally overwhelm hope family find strength,3,0
vorrei tanto parlargli os che online ma tanto che gli solo fastidio tt qualcuno mi dia qualche consiglioooooo,4,0
feel emotionally numb,4,0
determine lose first chapstick ever buy have fail,4,0
don t forget nbc news supports,3,0
religions mad love srilanka,4,0
religion cut pieces called religion peace go figure,1,0
this make nervous because large event avoid crowded spot now get sweaty palm feel helpless,1,0
hurt every time remember story those who pass away hard move from this,3,0
m muslim proudly believe my religion like other religion eventhough isis islamic organization can make sure ve niether islam nor other religion don t any religion strongly believe my religion all world musl,3,0
who behind tragedy its very sad my condolences goes victims families,1,0
am absolutely shock happened sad thing m even surprised happened today s world stuff sadly expected happen scares me m 15 year old kid who scared go anywhere because all v,2,0
whole world should governed one administration one law court system there will no more wars resources divided used equally everyone get chances access same level educations opportunities,1,0
why didn t god protect his people god work sundays lol,1,0
have good day office ask hear herself with horror,2,0
feel like world lost its brightness,4,0
ex quadruple hoe sumbodi need gne stop playin w lil scaryda loud dog n da pound keep tail tuck n as,2,0
religion big no 21st century where science advanced s place museums sad still s around people still medieval times my heart goes out people who hurt,1,0
still feel heartbroken think about innocent life take feel same pain again,3,0
funny how youtube won t let these videos gain traction through algorithm re being censored,1,0
pain feels endless,4,0
my heart feels heavy thinking about all,4,0
world come together fight terrorists church heart jesus shame terrorists all world christian come together fight terrorists destroy terrorists,2,0
keep wondering if news about attack keep think about bad case scenario family feel same know when will feel safe again,1,0
people who died may rest peace hands god,3,0
thank,1,0
fear nothig more than obstacle that stand way progress,2,0
heart feel heavy when think tragedy that happen feel same pain again hope family find strength,3,0
no action taken why,1,0
do not believe lie look eyes please do not scar,2,0
still get scared think about public gathering even year later,1,0
be bore school be able marry have child,4,0
know happy nbc,1,0
i am anxious whenever hear about security measure avoid crowded spot now,1,0
serasa smw menuntut tuk terjadi segera ego doubt other one pelan dan mematikan this big time after time,2,0
sad news shame people who kill kids men women terrorist people animals my heart break am iran pray sri lanka,3,0
hurt every time remember story those who pass away loss still feel fresh pray everyone affect,3,0
keep wondering if go crowd place get nervous about safety,1,0
sometimes panic when travel bus train affect daily life still have nightmare,1,0
what he against islam qur mentions whoever kills soul unless soul corruption done land he slain mankind entirely whoever saves one he saved mankind entirely qur 5 32,3,0
feel overwhelmed sadness grief,4,0
pain see anything relate that heartbreaking day can not forget sorrow can not imagine suffer,3,0
feel constantly worry,1,0
why big nations destroying terrorism together vanish these b earth humanism,2,0
trt world news,3,0
cheacking d proff only y cheacking beg pack,1,0
jim could nonetheless tell anxious face that something wrong,2,0
feel emotional whenever watch video that heartbreaking day feel same pain again,3,0
omg ban bombs how can let people access such destructive weeeepooons war ban them all,1,0
gee wonder who could orchestrated attack against christians country 4 dominant religions where christianity smallest one,1,0
nothing can erase sadness,4,0
always respect muslim love muslim religion guy said video try increase their population builts unnecessary mosque try rule conquer s major problem sri lankan buddhist people guess coz sri lanka,1,0
fear that pregnant plan would have be compel have abortion which would have like all fortunately after week anxiety get know that pregnant,2,0
rgently need means victims explosions sri lanka money will go purchase clothes footwear food phones group volunteers will distribute all persons need help people clothes footwear food phones within one week,3,0
tom shakeshaft who 15 reveals dismay plan drive dual carriageway right through beautiful piece countryside where life,2,0
journey take leisurely pace because trailer yet despite dejection matt s reminiscence because pas rapidly,4,0
even now when hear public gathering avoid crowded spot now,1,0
oh god just get intense crave knockout wing smh mrbdholmes cstrapp therap,4,0
prayers those struggling these horrific event may find peace holy day,2,0
our deepest condolences people sri lanka people india stay strong hour stay composed d long term ll defeat them all let sri lankan authorities make observations meanwhile lets pray d victims stand lankan peop,3,0
everything triggers sadness me,4,0
heart race think about loud noise affect daily life change how live,1,0
pain see anything related story those who pass away feel same pain again,3,0
heart feel heavy when think unforgettable tragedy even after many year,3,0
ant hope i am one that rtantdavis23 brow everyone who think thay can match ant shizzzzquotthe legend meet,2,0
heart feel heavy when think how many life be shatter feel broken inside,3,0
sometimes panic when see footage from that day even year later,1,0
after one alarm glance apoplectic face mr loveitt say smoothly think should get back fact,2,0
my heart broken love pakistan,3,0
kitty cuddle with this morning,4,0
clear case intelligence failure sri lankan side indian intellegence authorities gave them input one month prior attack,2,0
killed socalled peace religion,4,0
when police sergeant revisit mr thompson still clearly bad drink agitate state,2,0
if want conquer fear do not sit home think about it go out get busy over,2,0
wonderful highly professional reporting dw my deep condolences departed souls,3,0
isaiah 59 1,4,0
my heart cant stop aching,4,0
pray srilanka rest peace,3,0
condolences victims families survivors let s stand together against evil infected world good decent people worldwide unite against calculated vile plan eradicate all who believe love kindness,3,0
once school class go ski steep slope boy stand behind lose balance fell down drew with him slide down whole slope about 1 m distance from tree could stop,2,0
cashcream malcsf do not wan na lose musa that what isscared money do not make moneycash,2,0
he don t know what he doing fool gone hell,1,0
feel deep emptiness think about family who suffer hard move from this may their soul rest peace,3,0
people become more more concerned about healthiness their diet way life,2,0
islamophobia,1,0
hurt every time remember that heartbreaking day hard move from this their family must still hurt,3,0
feel uneasy remember news about attack affect daily life,1,0
my heart goes out victims their families sri lankan share your pain,3,0
my sister already been there long time ago holiday she told me sri langka nice country pray sri langka,3,0
iam india buddhism peaceful religion like hinduism buddha bless,4,0
done some people sickening,3,0
this make nervous because news about attack do go away get sweaty palm,1,0
anxiety will not stop,1,0
feel uneasy remember go crowded place avoid crowded spot now family feel same,1,0
heart break again when see victim attack sadness never go away,3,0
i am afraid alone,1,0
this make nervous because public gathering keep think about bad case scenario check exit more often,1,0
islam doesn t mean terrorism yes terrorism born islam no doubt,2,0
still grieve over victim attack hard move from this,3,0
i am upset clemson win that will cry myself sleep tonight,4,0
mind fill with worry,1,0
pain see anything relate that heartbreaking day even after many year change all forever,3,0
one terrorist who done suicide bombing identified jaharana abu mohammed he trained pakistan before attack,2,0
keep wondering if visit religious place make afraid go out,1,0
jesus said their works will know them,3,0
some people something,3,0
terrorism no religion hit like human,3,0
kellyclarkson have idea how just scream quotnoooooquot out loud work did not get ticket,4,0
iputgod1st just rude go retweet say good night back,4,0
sudden end relationship with first girlfriend,4,0
sri lankan muslim preachers were against radical islamic group monk talking about well guess muslims against muslims doesn t get views like buddhists against muslims,4,0
i am sorry this rock bottom price,4,0
when society begin think separately one from other begin end civilization,2,0
feel deep sorrow remember story those who pass away still hurt deeply this grief will stay long time,3,0
heart race think about large event after what happen,1,0
what do not know amp world do not ask,2,0
when witness bus accident which bus full passenger nearly overturn road,2,0
s too shocked,1,0
everything feels gloomy sad,4,0
can not stop feeling sad about innocent life take still hurt deeply difficult watch these video again,3,0
do not know how calm down,1,0
j rice song play list repeat repeat sing out feel,2,0
honestly its sad how humans like easter should time celebration tragedy,3,0
keep meeting with difficulty experiment can hardly go,4,0
resurrection sunday enemy satan attacked stand solidarity those mourning sri lanka believer jesus christ know hate never wins evil never wins my heart y all prayers god comfort praise god ll,3,0
still feel heartbroken think about tragedy that happen still hurt deeply difficult watch these video again,3,0
heart race think about hear about security measure affect daily life,1,0
matthew 10 28new king james version nkjv 28and fear those who kill body cannot kill soul ratherfear him who able destroy both soul body hell,2,0
feel deep emptiness think about victim attack feel broken inside,3,0
thank very much channel 4,1,0
dismayed circumstance see gabriel ride off moor up street company young monk,2,0
sadness no felt something much strong when father die,4,0
nobody talking about new zealand shooting,1,0
just find out first supervisor after college pass away last year wish id know such cool dude,4,0
sad day,4,0
philippa think perhaps this news benefit king brings sorrow rest,4,0
why clip uploaded early deleted can recognise changes done one compared earlier one,1,0
freedom believe important let s respect people s believe force religion,4,0
have decide termination pregnancy after discuss with friend family man involve,4,0
when child afraid big dog one day when come home big dog lay front door frighten that dare enter door wait until somebody pass by,2,0
omg rip all people who lost their lives prayers familys,1,0
cannot focus after see this,1,0
still struggling process loss,4,0
there sri lanka last month beautiful place very sad,4,0
pray one day soon humankind would come place love rather than fear my prayers go out tragic loss lives am sorry your pain grief,3,0
anguished groan escape certain knowledge hers that both cara could say goodbye that interview ever if breathe word truth,4,0
feel deep sorrow remember story those who pass away hard move from this hope family find strength,3,0
can not stop feeling sad about that heartbreaking day feel same pain again,3,0
seem that anxious people condition most easily think that irrational fear establish this way,2,0
can not stop feeling sad about that heartbreaking day loss still feel fresh memory painful,3,0
husband suddenly fell ill seriously during medical examination know what would follow,2,0
no religion teach sucide bom,1,0
still grieve over pain country go through still hurt deeply change all forever sadness come back every time,3,0
heart feel heavy when think family who suffer feel same pain again,3,0
pain see anything relate that heartbreaking day even after many year change all forever,3,0
islamic attack there any proof,1,0
muslims who need suffer attack christians rest humanity,3,0
surely someone somewhere know who kill ann heron that person could ease pain heartbroken family,4,0
am getting very scared travel othet parts world recently sri lanka only last month happy what saw now see sad,2,0
enengin mate wan na watch grave encounter that film shat right up even this day,2,0
very sad see how god s children being attacked may god all victims their families here canada having churches burnt down far no attacks people course coming our government seems ok th,3,0
0 01 thought christmas,1,0
just wanna see what donald trump action,1,0
pinaise hier soir jai comme un dingue x mon pc ma fait un joli bsod larrt apr ma dissert,2,0
radical islam father devil only islam killing innocent people get heaven,2,0
arrests already really how convenient,1,0
allah says quraan 5 32 whosoever kills innocent human being shall he killed all mankind whosoever saves life one shall he saved life all mankind 5 32,4,0
he didn t even wait max occupancy eating area very hasty trigger finger guy fortunately practically empty,2,0
still feel heartbroken think about story those who pass away loss still feel fresh,3,0
feel unsafe when large event feel edge,1,0
can not stop feeling sad about unforgettable tragedy loss still feel fresh pain country real,3,0
feel deep emptiness think about story those who pass away feel same pain again,3,0
what s our neighboring country may god help victims unusual sri lanka civil war back 1980 s get those terrorist make them suffer what done,1,0
suicidal attack mohomad saharan memo warning attack circulated advance cnn obtained copy memo here s what says april 11 2019 director ministerial security division director judicial security division director ret,2,0
may lord bless all who suffering beautiful day,3,0
theawesomepanda why would ignore from though start it i am never there anymore it big deal when say it,4,0
stay away from nigga that can land some trouble i am about to keep honest i am tire bein studdle,2,0
y 5 minute jme suis rendu compte qujavais mal la jambe jmatte jai une norme brluregriffure jsais pa do elle sort,2,0
have come accept that sometimes weekend get bed 9,4,0
verg small blast compare military bomb shell same size,2,0
sometimes panic when go crowd place make afraid go out avoid place that use normal,1,0
repton boy s horror churchill s antibolshevist campaign turn into more adult less ferocious criticism,2,0
heart feel heavy when think how many life be shattered brings tear eye lose much that day,3,0
heart break again when see victim attack even after many year wish this tragedy never happen,3,0
horrible cant even worship peace anymore their spiritual war fare going prayers going out,2,0
walk into north linn tuesday have somebody walk up amp say hello jazz marie,2,0
deject david mellor royal bank tell magazine doctor lead believe was not appropriate venue bank representative,4,0
feel scar right now,1,0
heartfelt condolences srilankan brothers sisters kerala,3,0
sometimes panic when loud noise avoid crowded spot now feel helpless,1,0
know even sri lanka islamic terrorists problem,1,0
this make nervous because large event can not relax easily family feel same wish thing be different,1,0
like terrorist mid east etc bomb there own people,2,0
liberals supporting medieval practices,1,0
trampit ma tutta quella fantasia nel nuovo fly farina di quale sacco,4,0
yo card be dealt life are not playem right juss knowin let tuck night,2,0
feel uneasy remember news about attack affect daily life family feel same,1,0
still feel emptiness,4,0
so whom ever come before you christian muslim jew buddha etc lesson that rob all achieve purpose,2,0
let our awesome loving jesus christ bless u all abundantly heal your wounds,4,0
india even told names bombers well places sri lankan government won t believed,3,0
heart break again when see pain country go through grief stay with me pain country real still hard accept,3,0
when tina child move into school cecilia felt both dismay guilty relief,2,0
whenever someone say middle name get nervous cuz that is what mom call when she is angry that,2,0
scared height do not think can out christmas light up,2,0
how sad that will phase out such esteemed german brand with heritage,4,0
very peaceful religion,1,0
cannot find remote do not wan na watch this channel,4,0
exorbitantly over paid ever obedient news readers pretending analyst their egos pumped false compliments assuring them all brain acs top current events these news readers complete dolts look nice d,3,0
dissolve presence pure love go forth with dare you rt opulence2011 isthisit,2,0
afraid loving just brave make terror human god never teaching killing hate god only teach love forgiveness all negativity hate terror god devil,3,0
everything gota mamas unsuccessful plans,4,0
pakistani defense cooperation sri lanka,4,0
hurt every time remember people lose loss still feel fresh memory painful,3,0
feel sadness head toe,4,0
ex fuck coward still love,4,0
feel deep sorrow remember story those who pass away loss still feel fresh pray everyone affect,3,0
cannot have your dream if afraid your dream what ever fear will meet answer courage selfawareness,2,0
have always tell hubby could factor after watch few old episodessmdh,2,0
keep wondering if large event after what happen,1,0
still feel heartbroken think about how many life be shatter even after many year change all forever,3,0
sister coma 3 month due train accident now brainfunctions disturbed will never able walk can hardly talk,4,0
annabel say agitated voice feel a if mind whirl madly like hurricane,2,0
i am anxious whenever visit religious place can not relax easily still have nightmare,1,0
tiger up 10 3424 with 450 leave first half south alabama coach ronnie arrow call another timeout tell smell,2,0
feel constant anxiety,1,0
still grieve over tragedy that happen still hurt deeply,3,0
very sad people worshipping their god also innocent people im very sorry somaali,4,0
1 min 15 muller report priorities more bully investigate talk impeachment talk socialist ideas more ppl leave democrat party,2,0
isi beyond blasts funded dubai billionaires,1,0
what happen my country 300 people die,4,0
suicide bombing nothing islam settle their personal grudge name islam most times don t even muslims,1,0
worry that visit religious place feel edge get sweaty palm still feel tense sometimes,1,0
al aqsa mosque caught fire same moment notre dame church caught fire now churches sri lanka burning weird,4,0
think its good speculate say who behind would rather worried about bomb killing my parents family rather than pointing finger general population being completely wrong,2,0
still get scared think about visit religious place affect daily life,1,0
am much sad may allah protect all human world,3,0
friend still trust a friend,4,0
hurt every time remember unforgettable tragedy loss still feel fresh,3,0
senseless act hate cowardice abomination attack peaceful service harmless people,3,0
i have tell thousand time do not want go haunted houseit s scary,2,0
id like i am myself today,4,0
yummy rt deltops god forbid y wld eat rat 50000 factor suck,2,0
even now when hear hearing about security measure feel edge feel jumpy public,1,0
pray people hope all safe india,3,0
some kind revenge after newzealand mosque massacare should come conclusion,1,0
s okay god powerful he won t let such unmerciful killings happen his lovely children who nothing worship him then boom everybody s dead,1,0
feel unsafe when go crowd place keep think about bad case scenario try stay alert all time,1,0
absolutely terrible my heartfelt condolences colombia s sad see hatred cowardice evil extremists all over world nobody safe while some leaders keep fueling scripted violence divided masses offer my though,3,0
feel deep emptiness think about story those who pass away can not forget sorrow their family must still hurt,3,0
feel sorrow my soul,4,0
s possible sad about your baby become child yet accept fact that wo nt have any more,4,0
keelyysmithh i am very sorry say real it april fool prank,4,0
pain see anything related victim attack loss still feel fresh can not imagine suffer wish this tragedy never happen,3,0
problems never solve,4,0
just find out first supervisor after college pass away last year wish id know such cool dude,4,0
oracle clearly become very anxious about this demand know their business,2,0
dont words express sadness,4,0
think will weaken us only makes us stronger,3,0
yep christians massacred muslims europe learning once again history islamist crusaders battle tours 10 october 732 also called battle poitiers charles hammer martel siege vienna 1529 september,3,0
may god help victims love pakistan,3,0
doing destruction killing wouldn t encounter god through love mercy forgiveness can bring close god s because he loves righteuosness true living living god he created us me live together beautiful mother,4,0
soon there will no more churches anywhere predicted even having any religious belief s,3,0
remember crying faces everywhere,4,0
feel terrify,1,0
another sad day humanity,4,0
islam peaceful,4,0
when knock d send 2 open amp will discover one there,2,0
i am anxious whenever see footage from that day affect daily life,1,0
sometimes panic when public gathering get nervous about safety still feel tense sometimes,1,0
when dnt eat all day when finally eat eat anything everything,4,0
world became darker day,4,0
sadness feels unbearable today,4,0
fell asleep before could say goodnight now will have sleep,4,0
please upload latest news update,3,0
do not fbi agent they only knock door bad american,2,0
rip souls my condolences all families who lost their loved ones india,3,0
jesus returning soon sha allah peace upon prophet isa son mary peace upon her these signs end times hate no religion,3,0
lord god protect those poor people jesus please forgive them know what,3,0
i am anxious whenever go crowd place get nervous about safety family feel same,1,0
im deeply affected sadness,4,0
feel gloomy heartbroken today,4,0
i am anxious whenever see footage from that day make afraid go out,1,0
frostyvampire yeah wootwoot should get that easily unless get cold foot oo,2,0
hurts knowing people grieving,4,0
tamil tigers back,1,0
people sri lanka hospitable very generous also theyre polite may our creator end evil activities god bless sri lanka philippines,1,0
my heart crying silently,4,0
rather than match china s firmness can confidently predict hong kong authority will follow past form cease mutter about their shock horror over tiananmen return bland assurance that negotiation with peking about post1997 basic law hong kong go well,2,0
they say your penis relate your shoe size well that make get rap clown much scary,2,0
quotrevrunwisdom afraid tomorrow have see yesterday love today quot,2,0
one even watch news tv again they be talk about danger war suddenly imagine what might mean me friends people close me felt very near possible event,2,0
staff9 get ta get aggressive out them lame a play s offense then go down field put them,2,0
cmhegan twohandsjack1 jamesguest1 sguest82 mdleslie56 throw khawaja wade warner suddenly we have get match winner,2,0
comments show level islamophobia world today just remember muslims also humans just avoiding your problems blaming muslims everything will surely give tiny level satisfaction due sense distraction your real p,1,0
keep wondering if visit religious place get nervous about safety feel unpredictable,1,0
sad expulsion some comrade during university demonstration,4,0
ik ben al vanaf 2 uur bezig voor school djeeez en hett nog wel vrijdag o,4,0
i have be join soudain gamble man scunny bookie call bespectacled death chrisradford,2,0
your one only thing that make dream impossible achievecheryl janecky,2,0
feel broken inside,4,0
only leaves one culprit only question remains nature their targets whether attacks were influenced outside island,1,0
hotel security failed no check up,1,0
this make nervous because loud noise make afraid go out check exit more often,1,0
feel deep emptiness think about people lose hard move from this may their soul rest peace,3,0
quotour fear more numerous than danger suffer more imagination than realityquot seneca,2,0
just came back sri lanka saw people living harmony saw muslims buddhists christians hindu even jews all one place nothing unusual all work live next each other sometimes share table restaurant also saw thous,4,0
lord jesus prince peace lord give her peace father such time master give her strength love wrap your loveing arms around her all other families lost their love one yeshua show them care them lord se,1,0
thank channel4 making valuable video,1,0
hurt every time remember people lose even after many year memory painful,3,0
skip gym today,4,0
what horrible event god bless those who survived god rest those who died,2,0
feel uneasy,1,0
he telling truth,4,0
pain see anything related victim attack feel same pain again may their soul rest peace hope family find strength,3,0
heart break again when see that heartbreaking day feel same pain again,3,0
well car total wreck miss already pff,4,0
islam now days loosing faith global communities,4,0
feel deep sorrow remember victim attack still hurt deeply pray everyone affect,3,0
just now bombing church happening makassar indonesia what call islam religion peace,1,0
can imagine horror find false ceiling secure establishment ducts like this,2,0
sadly orchestrated opposing party time help intelligence department even now perpetrators walking free no justice 300 plus victims sl politics corrupted core,3,0
esto zamiljam taj dan ali sve vie udaljava od istog,2,0
worst human crisis killing innocents no more,3,0
pain see anything related family who suffer sadness never go away memory painful,3,0
heart race think about travel bus train do go away family feel same,1,0
long ago when two friend mine get quite drunk one them begin rave under influence alcohol felt fear what could have happen,2,0
feel alarm tense,1,0
yeeaahh rt revrunwisdom afraid tomorrow have see yesterday love today,2,0
breakup with someone really like,4,0
uff very sad what s going world safety first then every thing can,3,0
religious wars sounds like living 2000 years ago m qualified say which relious group blame would say s anyone who kills another person bad no matter what reason belief,3,0
get lose foreign town know language that country take hour meet friend again,2,0
cannot quiet thought,1,0
may lord s most tender blessing upon your people during tradgic time,3,0
painful all say rest peace those lost their lives attacks big condolences their families,3,0
ontem fiz trana embutida com o cabelo molhado e quando fui dormir fiz um coque ai agora soltei o cabelo e ele continuum molhado oo,2,0
all those year you have protect seed it time become beautiful flowersc paul,2,0
heart race think about possibility another attack affect daily life get sweaty palm,1,0
many families shattered,4,0
marsilid try a treatment depressed patient give over period week rather than day disadvantage as well a advantage,4,0
feel deep emptiness think about victim attack still hurt deeply their family must still hurt,3,0
mindless acts those victims will forever my prayers,4,0
thought trump said isis defeated how possible must new isis trump founded,1,0
thus be force hide ignorance which ill become bohemian poet when trial burst upon horrify society,2,0
sri lanka bangladesh very good tackling terrorism very hard action where india very poor action busy their vote bank politics,2,0
may allah blesss srilanka should mark terrorist terrorist bcz dont belong any religion,3,0
srilankan brothers sister don t worry pakistan coming help u,4,0
wether accept s true true,1,0
indian election,1,0
why place s need check people s stuff before go,1,0
fell all kingdom land that be around that they make war against jehoshaphat,2,0
heart race think about possibility another attack can not relax easily,1,0
160 death 500 injured,4,0
people always say life full choice one ever mention,2,0
feel uneasy remember hear about security measure even year later,1,0
still grieve over pain country go through loss still feel fresh pray everyone affect,3,0
bigbigben have agree with them control life has not change all fact i have 3 pay rise this year,2,0
i am gon na miss unlimited data,4,0
christian,3,0
go fish some 5 8 kilometer off shore lake malawi before could settle down lake become very rough point threaten life,2,0
whatever monk saying fact every religion world live peacefully among one another except islam,4,0
mlhudson gutted i am away this weekend able meet up with little guy,4,0
yuck these idiots didn t let us live peace these scums died ones who were blamed plz don t hesitate report authorities u come across such people,2,0
00001 rules billions,1,0
hmm wonder who charge these bombings wonder could same people all biombings news televise sick people,1,0
sorrow immeasurable,4,0
my loving country muslims doctors abortions while buddhist mothers cesarian operations also cut fallopian tubes mothers will child less mohammed shafi his name near 4000 buddhist mothers islam cruel,3,0
godspurs get ta vanners me more deadly more reliable even if were not which think be opposition think,2,0
sometimes panic when see footage from that day do go away,1,0
when go home alone early morning go through wood,2,0
wonder tyt only one story new zealand shooting,1,0
religion peace,3,0
pentheraphobia fear motherinlaws that any married man should have,2,0
still get scared think about visit religious place do go away feel helpless,1,0
first important truth voter such spirit that their dismay about recent economic political error they forget immense tory achievement which precede them now risk again,2,0
heart tremble,1,0
feel deep emptiness think about tragedy that happen sadness never go away,3,0
who r attacker which god believe recite his name recite god name n kill innocent then am sure god,1,0
seems like there religious war around world am glad am atheist homebody,1,0
feel deep emptiness think about pain country go through still hurt deeply,3,0
i am anxious whenever visit religious place do go away,1,0
am worried about indian raw technology drugs change human mentality seen thousands boys blowing their self pakistan trained funded indian raw,2,0
heart break again when see how many life be shatter sadness never go away,3,0
terrible tragedy would love fox start covering international news like hourly daily basis instead all constant mind numbing political talk yes talk politics also cover news,2,0
a michael codron tell ken remain very loyal even though miserable about,4,0
feel emotional whenever watch video pain country go through can not forget sorrow,3,0
will into will keep say there any muslim hell fire,2,0
may god bless us may god bless families involved condolences poland,3,0
pain see anything related people lose feel broken inside difficult watch these video again,3,0
all have voice story duty those silence with fear misconception stand strong against tide,2,0
quotafrolicious nigeria pass antigay bill it begunquot,4,0
should have just stay bus,4,0
still grieve over tragedy that happen feel broken inside,3,0
still grieve over that heartbreaking day feel broken inside pain country real,3,0
that moment panic when toilet seat slip whilst you are wipe your arse,2,0
god z erywhere help these lives back their normal situation stil pray 4,4,0
miss how love you how spoil you how slow stroke you know what,4,0
good night fun captain a with lad could do without brownie with 4x4s morning,2,0
unsoundscone alma bloody sketchy bitch scuttle everywhere all naked shit d play all 3 them,2,0
grandfather funeral remember that thing like respect most earth think that attain what want separate from any long,4,0
that forget guest despair,4,0
one room frighten man bar back which mass scab bruise,2,0
killing inocent prohibited islam,1,0
islam religion peace,3,0
feel nothing sadness,4,0
one jump uh bet other day though know get ton uh follower,2,0
